-48.39117431,-27.43610572,8.20,21.61284065,10/02/2025 07:11:22 ,Position 294,
-48.39127349,-27.43605613,10.90,19.76083946,10/02/2025 07:11:24 ,Position 295,
-48.39131927,-27.43602943,11.40,20.11271858,10/02/2025 07:11:25 ,Position 296,
-48.39137649,-27.43600463,11.60,20.87204170,10/02/2025 07:11:26 ,Position 297,
-48.39142227,-27.43598747,11.90,19.40895843,10/02/2025 07:11:27 ,Position 298,
-48.39147567,-27.43597221,12.10,18.35331916,10/02/2025 07:11:28 ,Position 299,
-48.39152526,-27.43596076,12.10,17.09395980,10/02/2025 07:11:29 ,Position 300,
-48.39156723,-27.43594932,11.80,16.59391975,10/02/2025 07:11:30 ,Position 301,
-48.39162063,-27.43594360,11.40,17.50139999,10/02/2025 07:11:31 ,Position 302,
-48.39167022,-27.43594169,11.30,17.29767990,10/02/2025 07:11:32 ,Position 303,
-48.39176559,-27.43594360,10.90,16.35315895,10/02/2025 07:11:34 ,Position 304,
-48.39181518,-27.43594741,10.50,18.76075935,10/02/2025 07:11:35 ,Position 305,
-48.39186859,-27.43595504,10.50,18.46444129,10/02/2025 07:11:36 ,Position 306,
-48.39191436,-27.43596458,10.70,17.00135993,10/02/2025 07:11:37 ,Position 307,
-48.39196014,-27.43597412,10.70,16.13092041,10/02/2025 07:11:38 ,Position 308,
-48.39200210,-27.43597602,10.70,15.94571971,10/02/2025 07:11:39 ,Position 309,
-48.39204788,-27.43597602,10.80,16.09387969,10/02/2025 07:11:40 ,Position 310,
-48.39210128,-27.43597602,11.00,20.00160026,10/02/2025 07:11:41 ,Position 311,
